id,grade,unit,sourceZip,sourceImage,sourcePage,sectionType,sectionTypes,clarity,sourceStatus,verificationStatus,contentOrigin,ocrCharacterCount,sha256
b1-091,2,7,anh_tam(1)(1).zip,frame_0091.png,100–115 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,1902,625877b1c57ce728ab8ab9772eb062335700e3fc93eb1037434a59790a44adaa
b1-092,2,7,anh_tam(1)(1).zip,frame_0092.png,100–115 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1858,96b5df479ca748048d6b2a474e46c0d2e75dbf8f72f3b6bf03627a28e7c3057f
b1-093,2,7,anh_tam(1)(1).zip,frame_0093.png,100–115 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,1761,63d1c93748d7a9f69312985d9aea8139342b58df9b5c726dd897887f3083ff72
b1-094,2,7,anh_tam(1)(1).zip,frame_0094.png,100–115 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2,clear,mapped,ocr_extracted_needs_review,book_source,1463,daf5f02e01e7321b07e710e81287c1c6db36f2b2e8a632b5b2651900cf7bb4a7
b1-095,2,7,anh_tam(1)(1).zip,frame_0095.png,100–115 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1852,d8e912c9423cb5333b422c1f0ce72922e3649e24ab3e0551207b84ac13305e1d
b1-096,2,7,anh_tam(1)(1).zip,frame_0096.png,100–115 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2188,28e1bc0d77b6743cac8507056026afb9d814c4fed34fdf13ada775aae9e1e109
b1-097,2,7,anh_tam(1)(1).zip,frame_0097.png,100–115 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2078,6fc149bcac15d6c1cffb48dbe4ac1dc2d3ac56bc19efe9a0a2f9ad5d0cfeba5f
b1-098,2,8,anh_tam(1)(1).zip,frame_0098.png,116–131 · ảnh 13/15; số trang cụ thể cần đối chiếu trên ảnh,Khác,Khác | Speaking/Communication | Writing,clear,mapped,ocr_extracted_needs_review,book_source,1900,c0625fe0a6a4df4d893094da38889d73c4287116677cc8e41a9e6433f1a02ae2
b1-099,2,8,anh_tam(1)(1).zip,frame_0099.png,116–131 · ảnh 14/15; số trang cụ thể cần đối chiếu trên ảnh,Khác,Khác | Speaking/Communication | Writing,clear,mapped,ocr_extracted_needs_review,book_source,1751,7ff05ae892ca707dc5cbeab8fca86104188c6742c001fae1045f459ba666d229
b1-100,2,8,anh_tam(1)(1).zip,frame_0100.png,116–131 · ảnh 15/15; số trang cụ thể cần đối chiếu trên ảnh,Khác,Khác,clear,mapped,ocr_extracted_needs_review,book_source,1816,f4f1ef91bc9a06ba0f14a60b589ece7eb1469518d9bb8058987f8e1d2eaf1487
b2-002,2,,anh_tam(2)(1).zip,002.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,461,1944c2953bf7b2007ca0b6fbfab4b879badca736baf631c42962945e7ab23546
b2-003,2,,anh_tam(2)(1).zip,003.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,944,59aa0c88f204c0acbed7db7f3a3be0c92c2dbfcab60adea13f90d461454a6569
b2-004,2,,anh_tam(2)(1).zip,004.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1058,70486279ec4f667010690776666c4e07f5f51bab467a9075d009e0f081c39d6d
b2-005,2,,anh_tam(2)(1).zip,005.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1019,6df3e74ffc1a84f61cd1fc163c46d54bfecb33f28a04525f9da4370995551bdb
b2-006,2,,anh_tam(2)(1).zip,006.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,989,e93fa834862176be5b6193ca85cb58e75e0fcf13215820744ed08d4608dede73
b2-007,2,,anh_tam(2)(1).zip,007.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,990,dcafeedba106005138bd9fec097cc1c28f70f43704565ff39830f2df71502dc2
b2-008,2,,anh_tam(2)(1).zip,008.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1013,0f21ce18eda2d7e5e40ec63dc2356d48314e0e313130e960be8c76b0c5d49d68
b2-009,2,,anh_tam(2)(1).zip,009.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1225,a5353898293467335bb7832c7df9e1d0ad484cb203a42d3f84e758799809704c
b2-010,2,,anh_tam(2)(1).zip,010.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,962,e6940b814c8292aa6ff5083923bcdb89dc71ab4c0c4d07fdbd6c0dee71791cb9
b2-011,2,,anh_tam(2)(1).zip,011.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,966,d73089ec817f39c821413a0f1a208b02a95c268ad6cf46d89247eddc748ad124
b2-012,2,,anh_tam(2)(1).zip,012.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1100,59dcf226b968c2fef713896263b00b930ee5ac7dd86eb6ac47ebd7ece6fdaf88
b2-013,2,,anh_tam(2)(1).zip,013.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1034,02682d2d7f5a97489f02049603c943e670873404df69a98da6eae6ee88241798
b2-014,2,,anh_tam(2)(1).zip,014.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,998,1ba04f2f94acb25190c7c58ed0c7df65b5c6d038fc74fad527d3f4e55214fe4b
b2-015,2,,anh_tam(2)(1).zip,015.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1034,1fa0d191b899da56ffed34402a80261c330d89041e2ed1e01593705f2e471d73
b2-016,2,,anh_tam(2)(1).zip,016.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1005,cd8430bd6191a2c359d3d536826bc87db359304a06c4f38fe85bbfec52220202
b2-017,2,,anh_tam(2)(1).zip,017.png,,Khác,Khác,needs_review,appendix_or_unassigned,needs_review,book_source,1025,64af23580dd39d51be410e70943a286afe315e5adf6ec965275aaa320732d568
b2-018,2,8,anh_tam(2)(1).zip,018.png,116–131 · ảnh 1/15; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,2248,503ec1e33fab3c0dc34d08fa12ec7ce8ed4f22885e20bb3b6b3255b699573e5b
b2-019,2,8,anh_tam(2)(1).zip,019.png,116–131 · ảnh 2/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1456,6045d0bff727d0066230c2598e518de42a976bd1f5b51156210c3a4e6af30d42
b2-020,2,8,anh_tam(2)(1).zip,020.png,116–131 · ảnh 3/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1898,b15949ab97afb094a9be807e7b14c3dedb7aa13c69bf9596e19c8d728b2c2650
b2-021,2,8,anh_tam(2)(1).zip,021.png,116–131 · ảnh 4/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,2300,e5b06cc57eb9d16334f49c47871a2acc6b9b709385437df4284591b1744a6ef8
b2-022,2,8,anh_tam(2)(1).zip,022.png,116–131 · ảnh 5/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,2254,460a785eebaf0307eaf1d327d0497c08ec469c8eef1297a009cc48f2f32a1de5
b2-023,2,8,anh_tam(2)(1).zip,023.png,116–131 · ảnh 6/15; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,2247,726351c7767cb1877460b671eeb1aafba4f8206d8c2244b3a39069796ff3b940
b2-024,2,8,anh_tam(2)(1).zip,024.png,116–131 · ảnh 7/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,2094,8b2214139d75a5d10ac22cc1550469dbdfff1c5700714d47bdfdcf16f754d5b4
b2-025,2,8,anh_tam(2)(1).zip,025.png,116–131 · ảnh 8/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Vocabulary 2 | Listening,clear,mapped,ocr_extracted_needs_review,book_source,1536,f2c3d63393b9599c1f901efa5ad1a22045917e8723e957e0857c3cae3113a366
b2-026,2,8,anh_tam(2)(1).zip,026.png,116–131 · ảnh 9/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2,clear,mapped,ocr_extracted_needs_review,book_source,1480,da491d330a3c9ee894d3335a6f5de622762fd05c453043a7b500718460f7d92a
b2-027,2,8,anh_tam(2)(1).zip,027.png,116–131 · ảnh 10/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1553,c3427e763a7aaadf1c715dcd01122431187061702f0da6d0737faf62e0b85015
b2-028,2,8,anh_tam(2)(1).zip,028.png,116–131 · ảnh 11/15; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill,clear,mapped,ocr_extracted_needs_review,book_source,1921,b241f721f80ec14f39127fc833e0975dad3d5432d4dd0844f5c3b996d635eee4
b2-029,2,8,anh_tam(2)(1).zip,029.png,116–131 · ảnh 12/15; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2410,2b9951e649421a9a30401d173e0fcf875757dc484ef5e16e0f2e1e9aa652da1b
b2-030,2,9,anh_tam(2)(1).zip,030.png,132–147 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,2236,5f69004171bf6c387284c870881fe56f22a53a082911325c541ad3d3cb576713
b2-031,2,9,anh_tam(2)(1).zip,031.png,132–147 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1594,f19edff37928156456b2e16e0955559735692d77b538ab43bb53a2ac3a794e9b
b2-032,2,9,anh_tam(2)(1).zip,032.png,132–147 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1620,748e0ac97401b2dc11b7888b91881bd0bfadf3582f30a35c639ecea7517942bc
b2-033,2,9,anh_tam(2)(1).zip,033.png,132–147 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,1360,73dab86688deaf1814da6a1b0987ecc0996f248f1757efea755af7d0df3777b1
b2-034,2,9,anh_tam(2)(1).zip,034.png,132–147 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1958,e1ac2c34b6235f244b6c23044b78794b8b2c5b117b88f679d3d418b62a0c5000
b2-035,2,9,anh_tam(2)(1).zip,035.png,132–147 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,2205,275f0f522d8f82c83616034ebcabf63b7eff71bc999f6dc95c27ed2615c408f9
b2-036,2,9,anh_tam(2)(1).zip,036.png,132–147 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1884,bfbfb726feaedf5a140087629e6a0141f4a7c9ddb59fc344ca8a0c716c8a258f
b2-037,2,9,anh_tam(2)(1).zip,037.png,132–147 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,1350,987a5a2acb5dc5150221a768033faed0e5c65efbc1d35a5564f61aae85beb487
b2-038,2,9,anh_tam(2)(1).zip,038.png,132–147 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2,clear,mapped,ocr_extracted_needs_review,book_source,1486,0fd327fa6853ed2e794cda78478d10b6db75210e920708056816b19cd1b1c8de
b2-039,2,9,anh_tam(2)(1).zip,039.png,132–147 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,2147,a96178e65da94a7f021e78e49683c563b0a5b0a30c5c57dec4a681f86bcfe3fb
b2-040,2,9,anh_tam(2)(1).zip,040.png,132–147 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1981,742888e877da5cffd768bb6ec2c4e243d0f8236a5ebaf53cd386135d0962ce45
b2-041,2,9,anh_tam(2)(1).zip,041.png,132–147 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2687,dabee762bab1b7171f43e4d0e3e5cbcd050bc4d933a03338801d7a668a6d58e0
b2-042,2,10,anh_tam(2)(1).zip,042.png,148–163 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,2618,5011d02fc57b786f71fe3eb41dc61bd9c819d5be190709c0120e08470d7d748e
b2-043,2,10,anh_tam(2)(1).zip,043.png,148–163 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1618,3a39139dda8942b614fbef538ddc5681c7316429b6117b3eb7ef495e473b7e87
b2-044,2,10,anh_tam(2)(1).zip,044.png,148–163 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1906,f2871dc68b1a0693237dd9369d6540d140bd5b82b292b60570ff74e1e565e526
b2-045,2,10,anh_tam(2)(1).zip,045.png,148–163 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,2350,5dcc9eeda5c7d34aaed857dff1836634842ae773e4ee646634db0e6e49633eaa
b2-046,2,10,anh_tam(2)(1).zip,046.png,148–163 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,2325,e810b6c37016cb5d7a51c2c715d44310b34bd28eff48f11621249994b2f23313
b2-047,2,10,anh_tam(2)(1).zip,047.png,148–163 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,2272,91d0b49c9e4075aa355ac8940a2061dbf2915dee6f2cd02cd6563c6ddaa79cc8
b2-048,2,10,anh_tam(2)(1).zip,048.png,148–163 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1937,c893ede3bf841f325d3dad4e3066e32f511f2e90f17f74c3b38d59c02d89f65a
b2-049,2,10,anh_tam(2)(1).zip,049.png,148–163 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Vocabulary 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1490,ab16ab624a096f247813bb78672aa9f8d81124b9b3baa1d07b77142ee95bfa33
b2-050,2,10,anh_tam(2)(1).zip,050.png,148–163 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2219,27d8742db0f063a8230ad9d890365a1dc1d49358f020aa337fb40465a0a91aa3
b2-051,2,10,anh_tam(2)(1).zip,051.png,148–163 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,2080,ef15d3f0f3c8ac23f3487b34c9ddf591b32db0b6645f3de780256a43ea551209
b2-052,2,10,anh_tam(2)(1).zip,052.png,148–163 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill,clear,mapped,ocr_extracted_needs_review,book_source,1762,b614f91caacb197e29e8f06de62dd45bcbe022372d96486377d2447c3f9f6bdd
b2-053,2,10,anh_tam(2)(1).zip,053.png,148–163 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2192,7d7cd6b7c623d46d0dcda09a390293d9e57e845f9c7a0d0b3b1bd4beea8e2339
b2-054,2,11,anh_tam(2)(1).zip,054.png,164–179 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,2379,fcf4e65f0cfdf2cabcb9c0a5d485b87b006d33fb7c0267cbb5a0c93ee638f7ea
