id,grade,unit,sourceZip,sourceImage,sourcePage,sectionType,sectionTypes,clarity,sourceStatus,verificationStatus,contentOrigin,ocrCharacterCount,sha256
g3-153,3,10,anh_tam(3).zip,153.png,148–163 · ảnh 5/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,2657,82efe3ef533433118d5117c89c4ed8c155cd1f31c5d1b47ddea40950ad0e50f1
g3-154,3,10,anh_tam(3).zip,154.png,148–163 · ảnh 6/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1621,d56f65329de76a8cf8d8eff7e5bfc7cec2163c6bbaedd0cee8b7cda4516d5590
g3-155,3,10,anh_tam(3).zip,155.png,148–163 · ảnh 7/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,1078,3c928620f96afec4800c1b372b272a6a51a97228e89ae62f33d44d92c404fba1
g3-156,3,10,anh_tam(3).zip,156.png,148–163 · ảnh 8/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1141,df13d5638785c7ed883e66a689245bd9643ec0766aa7600d60bc9826cafc9b0d
g3-157,3,10,anh_tam(3).zip,157.png,148–163 · ảnh 9/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1364,1b4e441fe709dd8c4e0effd519d8ba8436140c80154f04a45377842f856f2527
g3-158,3,10,anh_tam(3).zip,158.png,148–163 · ảnh 10/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2286,5ab5c0331a4139d989390ad48a7eaa6a87835f53c44f53a2e14ad80c96e75870
g3-159,3,10,anh_tam(3).zip,159.png,148–163 · ảnh 11/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1901,01d3d81c82e46b8b180cdf933d5c99b094dd01f563f7df1bd6233bc446d59b29
g3-160,3,10,anh_tam(3).zip,160.png,148–163 · ảnh 12/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,readable,mapped,mapped_from_manifest,book_source,1726,fbea9ea3475b8f4446fefb5737642ca249576236961797c3a5d96bf51b841317
g3-161,3,10,anh_tam(3).zip,161.png,148–163 · ảnh 13/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1784,abafdc4d5160c05cba7e6df30c56671dad2673d171e2b372fed1d84bed53f752
g3-162,3,10,anh_tam(3).zip,162.png,148–163 · ảnh 14/15; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2143,928b3d69e8a106ee7ab63ee37f44c523783e7b5e3e237a3bf17eeb2b209c085f
g3-163,3,10,anh_tam(3).zip,163.png,148–163 · ảnh 15/15; số trang cụ thể cần đối chiếu trên ảnh,Khác,Khác | CLIL/Content,readable,mapped,ocr_extracted_needs_review,book_source,803,e484b68c948472994e03af761326edaa5bc5a84fb5dd397041307d3e2a7771d2
g3-164,3,11,anh_tam(3).zip,164.png,164–179 · ảnh 1/14; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | Vocabulary 1 | CLIL/Content,readable,mapped,ocr_extracted_needs_review,book_source,722,c07d205b67f00cd52d85cb20ac7da313c65856da5d1e9360c331741c59d9b225
g3-165,3,11,anh_tam(3).zip,165.png,164–179 · ảnh 2/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1593,fd666c9d81141d86c697f8bf638f82b2d09f7476956a9315cce15c61627ce4e4
g3-166,3,11,anh_tam(3).zip,166.png,164–179 · ảnh 3/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1695,aaa2b7bbafe2021fb4cd16dd51b85d4a20b759316746c878f026fab356adf192
g3-167,3,11,anh_tam(3).zip,167.png,164–179 · ảnh 4/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1873,94863b5b01063ef4a942642889568ee625623a79a05c766c924a4097d531b82a
g3-168,3,11,anh_tam(3).zip,168.png,164–179 · ảnh 5/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1046,71fabce63563d1275b4ae00b00a0ac80f213d64f828d95a1533e50be4ea6461a
g3-169,3,11,anh_tam(3).zip,169.png,164–179 · ảnh 6/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Listening | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1686,3637d12a8f4f82c2e2c8881264c5e4d4602038489b66c4785070a631f971a26b
g3-170,3,11,anh_tam(3).zip,170.png,164–179 · ảnh 7/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Vocabulary 2 | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1305,ae4e3cf8edf391f2b217fddee4300689d49637547d9936b1cda0914e94953c6e
g3-171,3,11,anh_tam(3).zip,171.png,164–179 · ảnh 8/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,1463,71ba0ab8955da50c4e3184f4337487c320b1e0a13e3dc07ec964ca8d5b33b7f8
g3-172,3,11,anh_tam(3).zip,172.png,164–179 · ảnh 9/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2108,96e87417d0b0a490546e6e3ba0ccfbe92b08b94e55bdf8f841555947683c4c90
g3-173,3,11,anh_tam(3).zip,173.png,164–179 · ảnh 10/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1747,0e9a3a7fcbe68348defd547b1859bce30f04be9b87e5a1445cd3ed2200e5d229
g3-174,3,11,anh_tam(3).zip,174.png,164–179 · ảnh 11/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1145,c7adcbdcdae21ac5a59d33f77d2071316ef8e8b096cc719c2a87707307056988
g3-175,3,11,anh_tam(3).zip,175.png,164–179 · ảnh 12/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,877,4c4e97b1f615614916fd63e29633c4e7810c065c5ee2783a61502e233aedbcef
g3-176,3,11,anh_tam(3).zip,176.png,164–179 · ảnh 13/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1502,5ca5542cd65a9d4b131adda75130c63742b0ad7aeb91619b18554488fe3b1d90
g3-177,3,11,anh_tam(3).zip,177.png,164–179 · ảnh 14/14; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1207,7ecec79f4ec21cf1c76eb4e5a2567da541af7b30862c2941546e4ba26865a5a3
g3-178,3,12,anh_tam(3).zip,178.png,180–195 · ảnh 1/13; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | CLIL/Content,clear,mapped,ocr_extracted_needs_review,book_source,874,aadfe234f9a7f61f4c13583b0d832c7ba4b0ea4c55eec36ddfce499507de3ad3
g3-179,3,12,anh_tam(3).zip,179.png,180–195 · ảnh 2/13; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,859,9ae5374b3c46739f0edce97dcf2fdfa673672b313f7199d7a4e52c5c44ce19ff
g3-180,3,12,anh_tam(3).zip,180.png,180–195 · ảnh 3/13; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1436,ce12950974ff36fc0ef07fc9260593c258370459aeea3bc365e8f0689ea4b976
g3-181,3,12,anh_tam(3).zip,181.png,180–195 · ảnh 4/13; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1813,c64a21eaa726e7aff5717319f3fd9beb0f28b7ccaf9f7f56136f6671f911ee66
g3-182,3,12,anh_tam(3).zip,182.png,180–195 · ảnh 5/13; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1847,0df242fa98e34bb976f7380c515ef6e96786dcb0e253a00be03e4dd554c202fc
g3-183,3,12,anh_tam(3).zip,183.png,180–195 · ảnh 6/13; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1358,7463e557e01605fe17422962e14bea6af0e69b406c9c7b29b35fc29935d6df12
g3-184,3,12,anh_tam(3).zip,184.png,180–195 · ảnh 7/13; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1286,a22c86ab119f982120a4bdbd105e08f835adc9be2fb6d0945bd00ae5aba7901b
g3-185,3,12,anh_tam(3).zip,185.png,180–195 · ảnh 8/13; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1787,6072913aa6a82ef5d3b8f9b3c60218728b1ae3ec0f12b41ccd44fc6e58324193
g3-186,3,12,anh_tam(3).zip,186.png,180–195 · ảnh 9/13; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,820,a6bf1a8d6ecd01f2a581145a605aee39a62d5751398971a7cd180a6472f7c6aa
g3-187,3,12,anh_tam(3).zip,187.png,180–195 · ảnh 10/13; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2507,b8420d2910ae9e3613e24e33d949a527aaf0e07602744bd7b7fef5c37b6d8bb3
g3-188,3,12,anh_tam(3).zip,188.png,180–195 · ảnh 11/13; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1345,4e28eaec6845c42e582669a5699247c8f0739f4a740949caf860e3b0af67ddb7
g3-189,3,12,anh_tam(3).zip,189.png,180–195 · ảnh 12/13; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,980,567fc37d6f4179bee24301312a6ff6dedb880065792fcc172955d1ae0e3ae867
g3-190,3,12,anh_tam(3).zip,190.png,180–195 · ảnh 13/13; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1725,f71890fdd59551d2c900f416318f17efe2e939f36bb6ae35d85584f87f4597eb
